week_start,VillageID,pred_cases
2024-01-08,6702900-009,1
2024-01-01,6702900-010,1
2024-01-08,6702900-010,1
2024-01-01,6702900-011,1
2024-01-08,6702900-011,1
2024-01-01,6702900-012,1
2024-01-08,6702900-012,1
2024-01-01,6702900-013,1
2024-01-08,6702900-013,1
2024-01-01,6702900-014,1
2024-01-08,6702900-014,1
2024-01-01,6702900-016,1
2024-01-08,6702900-016,1
2024-01-01,6702900-017,1
2024-01-08,6702900-017,1
2024-01-01,6703000-001,40
2024-01-08,6703000-001,1
2024-01-01,6703000-002,40
2024-01-08,6703000-002,1
2024-01-01,6703000-003,40
2024-01-08,6703000-003,1
2024-01-01,6703000-004,40
2024-01-08,6703000-004,1
2024-01-01,6703000-005,40
2024-01-08,6703000-005,1
2024-01-01,6703000-006,40
2024-01-08,6703000-006,1
2024-01-01,6703000-007,40
2024-01-08,6703000-007,1
2024-01-01,6703000-008,40
2024-01-08,6703000-008,1
2024-01-01,6703100-001,40
2024-01-08,6703100-001,40
2024-01-01,6703100-002,40
2024-01-08,6703100-002,40
2024-01-01,6703100-003,40
2024-01-08,6703100-003,24
2024-01-01,6703100-004,40
2024-01-08,6703100-004,40
2024-01-01,6703100-005,40
2024-01-08,6703100-005,40
2024-01-01,6703100-006,40
2024-01-08,6703100-006,40
2024-01-01,6703100-007,40
2024-01-08,6703100-007,40
2024-01-01,6703100-008,40
2024-01-08,6703100-008,40
2024-01-01,6703100-009,40
2024-01-08,6703100-009,40
2024-01-01,6703100-010,40
2024-01-08,6703100-010,40
2024-01-01,6703100-011,40
2024-01-08,6703100-011,40
2024-01-01,6703100-012,40
2024-01-08,6703100-012,40
2024-01-01,6703100-013,40
2024-01-08,6703100-013,40
2024-01-01,6703100-014,40
2024-01-08,6703100-014,40
2024-01-01,6703100-015,40
2024-01-08,6703100-015,40
2024-01-01,6703100-016,40
2024-01-08,6703100-016,40
2024-01-01,6703100-017,40
2024-01-08,6703100-017,40
2024-01-01,6703100-018,40
2024-01-08,6703100-018,40
2024-01-01,6703100-019,40
2024-01-08,6703100-019,40
2024-01-01,6703100-020,40
2024-01-08,6703100-020,40
2024-01-01,6703100-021,40
2024-01-08,6703100-021,40
2024-01-01,6703100-022,40
2024-01-08,6703100-022,40
2024-01-01,6703100-023,40
2024-01-08,6703100-023,40
2024-01-01,6703100-024,40
2024-01-08,6703100-024,40
2024-01-01,6703100-025,40
2024-01-08,6703100-025,40
2024-01-01,6703100-026,40
2024-01-08,6703100-026,40
2024-01-01,6703100-027,40
2024-01-08,6703100-027,40
2024-01-01,6703100-028,40
2024-01-08,6703100-028,40
2024-01-01,6703100-029,40
2024-01-08,6703100-029,40
2024-01-01,6703100-030,40
2024-01-08,6703100-030,40
2024-01-01,6703100-031,40
2024-01-08,6703100-031,40
2024-01-01,6703100-032,40
2024-01-08,6703100-032,40
2024-01-01,6703100-033,40
2024-01-08,6703100-033,40
2024-01-01,6703100-034,40
2024-01-08,6703100-034,40
2024-01-01,6703100-035,40
2024-01-08,6703100-035,40
2024-01-01,6703100-036,40
2024-01-08,6703100-036,40
2024-01-01,6703100-037,40
2024-01-08,6703100-037,40
2024-01-01,6703100-038,40
2024-01-08,6703100-038,40
2024-01-01,6703100-039,40
2024-01-08,6703100-039,40
2024-01-01,6703200-001,0
2024-01-08,6703200-001,40
2024-01-01,6703200-002,0
2024-01-08,6703200-002,40
2024-01-01,6703200-003,0
2024-01-08,6703200-003,40
2024-01-01,6703200-004,0
2024-01-08,6703200-004,40
2024-01-01,6703200-005,0
2024-01-08,6703200-005,39
2024-01-01,6703200-006,0
2024-01-08,6703200-006,40
2024-01-01,6703200-007,0
2024-01-08,6703200-007,0
2024-01-01,6703200-008,0
2024-01-08,6703200-008,40
2024-01-01,6703200-009,0
2024-01-08,6703200-009,40
2024-01-01,6703200-010,0
2024-01-08,6703200-010,40
2024-01-01,6703200-011,0
2024-01-08,6703200-011,40
2024-01-01,6703200-012,0
2024-01-08,6703200-012,40
2024-01-01,6703200-013,0
2024-01-08,6703200-013,40
2024-01-01,6703200-014,0
2024-01-08,6703200-014,0
2024-01-01,6703200-015,0
2024-01-08,6703200-015,40
2024-01-01,6703200-016,0
2024-01-08,6703200-016,40
2024-01-01,6703200-017,0
2024-01-08,6703200-017,40
2024-01-01,6703200-018,0
2024-01-08,6703200-018,40
2024-01-01,6703200-019,0
2024-01-08,6703200-019,16
2024-01-01,6703200-020,0
2024-01-08,6703200-020,40
2024-01-01,6703200-021,0
2024-01-08,6703200-021,40
2024-01-01,6703200-022,0
2024-01-08,6703200-022,35
2024-01-01,6703200-023,0
2024-01-08,6703200-023,40
2024-01-01,6703200-024,0
2024-01-08,6703200-024,40
2024-01-01,6703200-025,0
2024-01-08,6703200-025,0
2024-01-01,6703200-026,0
2024-01-08,6703200-026,40
2024-01-01,6703200-027,0
2024-01-08,6703200-027,35
2024-01-01,6703200-028,0
2024-01-08,6703200-028,40
2024-01-01,6703200-029,0
2024-01-08,6703200-029,40
2024-01-01,6703200-030,0
2024-01-08,6703200-030,35
2024-01-01,6703200-031,0
2024-01-08,6703200-031,25
2024-01-01,6703200-032,0
2024-01-08,6703200-032,40
2024-01-01,6703200-033,0
2024-01-08,6703200-033,13
2024-01-01,6703200-034,0
2024-01-08,6703200-034,40
2024-01-01,6703200-035,0
2024-01-08,6703200-035,40
2024-01-01,6703200-036,0
2024-01-08,6703200-036,40
2024-01-01,6703200-037,0
2024-01-08,6703200-037,40
2024-01-01,6703200-038,0
2024-01-08,6703200-038,40
2024-01-01,6703200-039,0
2024-01-08,6703200-039,40
2024-01-01,6703200-040,0
2024-01-08,6703200-040,40
2024-01-01,6703200-041,0
2024-01-08,6703200-041,40
2024-01-01,6703200-042,0
2024-01-08,6703200-042,40
2024-01-01,6703200-043,0
2024-01-08,6703200-043,40
2024-01-01,6703200-044,0
2024-01-08,6703200-044,40
2024-01-01,6703200-045,0
2024-01-08,6703200-045,40
2024-01-01,6703300-001,0
2024-01-08,6703300-001,40
2024-01-01,6703300-002,0
2024-01-08,6703300-002,40
2024-01-01,6703300-003,0
2024-01-08,6703300-003,40
2024-01-01,6703300-004,0
2024-01-08,6703300-004,40
2024-01-01,6703300-005,0
2024-01-08,6703300-005,40
2024-01-01,6703300-006,0
2024-01-08,6703300-006,40
2024-01-01,6703300-007,0
2024-01-08,6703300-007,40
2024-01-01,6703300-008,0
2024-01-08,6703300-008,40
2024-01-01,6703300-009,0
2024-01-08,6703300-009,40
2024-01-01,6703300-010,0
2024-01-08,6703300-010,40
2024-01-01,6703300-011,0
2024-01-08,6703300-011,40
2024-01-01,6703300-012,0
2024-01-08,6703300-012,40
2024-01-01,6703300-013,0
2024-01-08,6703300-013,40
2024-01-01,6703300-014,0
2024-01-08,6703300-014,40
2024-01-01,6703300-015,0
2024-01-08,6703300-015,40
2024-01-01,6703300-016,0
2024-01-08,6703300-016,40
2024-01-01,6703300-017,0
2024-01-08,6703300-017,40
2024-01-01,6703300-018,0
2024-01-08,6703300-018,40
2024-01-01,6703300-019,0
2024-01-08,6703300-019,40
2024-01-01,6703300-020,0
2024-01-08,6703300-020,40
2024-01-01,6703300-021,0
2024-01-08,6703300-021,40
2024-01-01,6703300-022,0
2024-01-08,6703300-022,40
2024-01-01,6703300-023,0
2024-01-08,6703300-023,40
2024-01-01,6703300-024,0
2024-01-08,6703300-024,40
2024-01-01,6703300-025,0
2024-01-08,6703300-025,40
2024-01-01,6703300-026,0
2024-01-08,6703300-026,40
2024-01-01,6703300-027,0
2024-01-08,6703300-027,40
2024-01-01,6703300-028,0
2024-01-08,6703300-028,40
2024-01-01,6703300-029,0
2024-01-08,6703300-029,40
2024-01-01,6703300-030,0
2024-01-08,6703300-030,40
2024-01-01,6703300-031,0
2024-01-08,6703300-031,40
2024-01-01,6703300-032,0
2024-01-08,6703300-032,40
2024-01-01,6703300-033,0
2024-01-08,6703300-033,40
2024-01-01,6703300-034,0
2024-01-08,6703300-034,40
2024-01-01,6703300-035,0
2024-01-08,6703300-035,40
2024-01-01,6703300-036,0
2024-01-08,6703300-036,40
2024-01-01,6703300-037,0
2024-01-08,6703300-037,40
2024-01-01,6703300-038,0
2024-01-08,6703300-038,40
2024-01-01,6703300-039,0
2024-01-08,6703300-039,40
2024-01-01,6703400-001,0
2024-01-08,6703400-001,40
2024-01-01,6703400-002,0
2024-01-08,6703400-002,40
2024-01-01,6703400-003,0
2024-01-08,6703400-003,40
2024-01-01,6703400-004,0
2024-01-08,6703400-004,40
2024-01-01,6703400-005,0
2024-01-08,6703400-005,40
2024-01-01,6703400-006,0
2024-01-08,6703400-006,40
2024-01-01,6703400-007,0
2024-01-08,6703400-007,40
2024-01-01,6703400-008,0
2024-01-08,6703400-008,40
2024-01-01,6703400-009,0
2024-01-08,6703400-009,40
2024-01-01,6703400-010,0
2024-01-08,6703400-010,40
2024-01-01,6703400-011,0
2024-01-08,6703400-011,40
2024-01-01,6703400-012,0
2024-01-08,6703400-012,40
2024-01-01,6703400-013,0
2024-01-08,6703400-013,40
2024-01-01,6703400-014,0
2024-01-08,6703400-014,40
2024-01-01,6703400-015,0
2024-01-08,6703400-015,40
2024-01-01,6703400-016,0
2024-01-08,6703400-016,40
2024-01-01,6703400-017,0
2024-01-08,6703400-017,40
2024-01-01,6703400-018,0
2024-01-08,6703400-018,40
2024-01-01,6703400-019,0
2024-01-08,6703400-019,40
2024-01-01,6703400-020,0
2024-01-08,6703400-020,40
2024-01-01,6703400-021,40
2024-01-08,6703400-021,40
2024-01-01,6703400-022,0
2024-01-08,6703400-022,40
2024-01-01,6703400-023,0
2024-01-08,6703400-023,40
2024-01-01,6703400-024,0
2024-01-08,6703400-024,40
2024-01-01,6703400-025,0
2024-01-08,6703400-025,40
2024-01-01,6703400-026,0
2024-01-08,6703400-026,40
2024-01-01,6703400-027,0
2024-01-08,6703400-027,40
2024-01-01,6703400-028,0
2024-01-08,6703400-028,40
2024-01-01,6703400-029,0
2024-01-08,6703400-029,40
2024-01-01,6703400-030,0
2024-01-08,6703400-030,40
2024-01-01,6703400-031,0
2024-01-08,6703400-031,40
2024-01-01,6703400-032,0
2024-01-08,6703400-032,40
2024-01-01,6703400-033,0
2024-01-08,6703400-033,40
2024-01-01,6703400-034,0
2024-01-08,6703400-034,40
2024-01-01,6703400-035,0
2024-01-08,6703400-035,40
2024-01-01,6703400-036,0
2024-01-08,6703400-036,40
2024-01-01,6703400-037,0
2024-01-08,6703400-037,40
2024-01-01,6703400-038,0
2024-01-08,6703400-038,40
2024-01-01,6703400-039,0
2024-01-08,6703400-039,40
2024-01-01,6703400-040,0
2024-01-08,6703400-040,40
2024-01-01,6703400-041,0
2024-01-08,6703400-041,40
2024-01-01,6703400-042,0
2024-01-08,6703400-042,40
2024-01-01,6703400-043,0
2024-01-08,6703400-043,40
2024-01-01,6703500-001,40
2024-01-08,6703500-001,40
2024-01-01,6703500-002,40
2024-01-08,6703500-002,40
2024-01-01,6703500-003,40
2024-01-08,6703500-003,40
2024-01-01,6703500-004,40
2024-01-08,6703500-004,40
2024-01-01,6703500-005,40
2024-01-08,6703500-005,40
2024-01-01,6703500-006,40
2024-01-08,6703500-006,40
2024-01-01,6703500-007,40
2024-01-08,6703500-007,40
2024-01-01,6703500-008,40
2024-01-08,6703500-008,40
2024-01-01,6703500-009,40
2024-01-08,6703500-009,0
2024-01-01,6703500-010,40
2024-01-08,6703500-010,40
2024-01-01,6703500-011,40
2024-01-08,6703500-011,40
2024-01-01,6703500-012,40
2024-01-08,6703500-012,40
2024-01-01,6703500-013,40
2024-01-08,6703500-013,40
2024-01-01,6703500-014,40
2024-01-08,6703500-014,40
2024-01-01,6703500-015,40
2024-01-08,6703500-015,40
2024-01-01,6703500-016,40
2024-01-08,6703500-016,40
2024-01-01,6703500-017,40
2024-01-08,6703500-017,40
2024-01-01,6703500-018,40
2024-01-08,6703500-018,40
2024-01-01,6703500-019,40
2024-01-08,6703500-019,40
2024-01-01,6703500-020,40
2024-01-08,6703500-020,40
2024-01-01,6703500-021,40
2024-01-08,6703500-021,40
2024-01-01,6703500-022,40
2024-01-08,6703500-022,40
2024-01-01,6703500-023,40
2024-01-08,6703500-023,40
2024-01-01,6703500-024,40
2024-01-08,6703500-024,40
2024-01-01,6703500-025,40
2024-01-08,6703500-025,40
2024-01-01,6703500-026,40
2024-01-08,6703500-026,40
2024-01-01,6703500-027,40
2024-01-08,6703500-027,40
2024-01-01,6703500-028,40
2024-01-08,6703500-028,40
2024-01-01,6703500-029,40
2024-01-08,6703500-029,40
2024-01-01,6703500-030,40
2024-01-08,6703500-030,40
2024-01-01,6703500-031,40
2024-01-08,6703500-031,40
2024-01-01,6703500-032,40
2024-01-08,6703500-032,40
2024-01-01,6703500-033,40
2024-01-08,6703500-033,40
2024-01-01,6703500-034,40
2024-01-08,6703500-034,40
2024-01-01,6703500-035,40
2024-01-08,6703500-035,40
2024-01-01,6703500-036,40
2024-01-08,6703500-036,40
2024-01-01,6703500-037,40
2024-01-08,6703500-037,40
2024-01-01,6703500-038,40
2024-01-08,6703500-038,40
2024-01-01,6703500-039,40
2024-01-08,6703500-039,40
2024-01-01,6703500-040,40
2024-01-08,6703500-040,40
2024-01-01,6703500-041,40
2024-01-08,6703500-041,40
2024-01-01,6703500-042,40
2024-01-08,6703500-042,40
2024-01-01,6703500-043,40
2024-01-08,6703500-043,40
2024-01-01,6703500-044,40
2024-01-08,6703500-044,40
2024-01-01,6703500-045,40
2024-01-08,6703500-045,40
2024-01-01,6703500-046,40
2024-01-08,6703500-046,40
2024-01-01,6703500-047,40
2024-01-08,6703500-047,40
2024-01-01,6703500-048,40
2024-01-08,6703500-048,40
2024-01-01,6703500-049,40
2024-01-08,6703500-049,40
2024-01-01,6703500-050,40
2024-01-08,6703500-050,40
2024-01-01,6703500-051,40
2024-01-08,6703500-051,40
2024-01-01,6703600-001,0
2024-01-08,6703600-001,1
2024-01-01,6703600-002,0
2024-01-08,6703600-002,1
2024-01-01,6703600-003,0
2024-01-08,6703600-003,1
2024-01-01,6703600-004,0
2024-01-08,6703600-004,1
2024-01-01,6703600-005,0
2024-01-08,6703600-005,1
2024-01-01,6703600-006,0
2024-01-08,6703600-006,1
2024-01-01,6703600-007,0
2024-01-08,6703600-007,1
2024-01-01,6703600-008,0
2024-01-08,6703600-008,1
2024-01-01,6703600-009,0
2024-01-08,6703600-009,1
2024-01-01,6703600-010,0
2024-01-08,6703600-010,1
2024-01-01,6703600-011,0
2024-01-08,6703600-011,1
2024-01-01,6703600-012,0
2024-01-08,6703600-012,1
2024-01-01,6703600-013,0
2024-01-08,6703600-013,1
2024-01-01,6703600-014,0
2024-01-08,6703600-014,1
2024-01-01,6703600-015,0
2024-01-08,6703600-015,1
2024-01-01,6703700-001,0
2024-01-08,6703700-001,0
2024-01-01,6703700-002,0
2024-01-08,6703700-002,0
2024-01-01,6703700-003,0
2024-01-08,6703700-003,0
2024-01-01,6703700-004,0
2024-01-08,6703700-004,0
2024-01-01,6703700-005,0
2024-01-08,6703700-005,40
2024-01-01,6703700-006,0
2024-01-08,6703700-006,0
2024-01-01,6703700-007,0
2024-01-08,6703700-007,0
2024-01-01,6703700-008,0
2024-01-08,6703700-008,0
2024-01-01,6703700-009,0
2024-01-08,6703700-009,0
2024-01-01,6703700-010,0
2024-01-08,6703700-010,0
2024-01-01,6703700-011,0
2024-01-08,6703700-011,0
2024-01-01,6703700-012,0
2024-01-08,6703700-012,0
2024-01-01,6703700-013,0
2024-01-08,6703700-013,0
2024-01-01,6703700-014,0
2024-01-08,6703700-014,0
2024-01-01,6703700-015,0
2024-01-08,6703700-015,0
2024-01-01,6703700-016,0
2024-01-08,6703700-016,0
2024-01-01,6703700-017,0
2024-01-08,6703700-017,0
2024-01-01,6703700-018,0
2024-01-08,6703700-018,0
2024-01-01,6703700-019,0
2024-01-08,6703700-019,0
2024-01-01,6703700-020,0
2024-01-08,6703700-020,0
2024-01-01,6703700-021,0
2024-01-08,6703700-021,0
2024-01-01,6703700-022,0
2024-01-08,6703700-022,31
2024-01-01,6703700-023,0
2024-01-08,6703700-023,0
2024-01-01,6703700-024,0
2024-01-08,6703700-024,0
2024-01-01,6703700-025,0
2024-01-08,6703700-025,0
2024-01-01,6703700-026,0
2024-01-08,6703700-026,0
2024-01-01,6703700-027,0
2024-01-08,6703700-027,0
2024-01-01,6703700-028,0
2024-01-08,6703700-028,0
2024-01-01,6703700-029,0
2024-01-08,6703700-029,0
2024-01-01,6703700-030,0
2024-01-08,6703700-030,40
2024-01-01,6703700-031,0
2024-01-08,6703700-031,0
2024-01-01,6703700-032,0
2024-01-08,6703700-032,0
2024-01-01,6703700-033,0
2024-01-08,6703700-033,0
2024-01-01,6703700-034,0
2024-01-08,6703700-034,0
2024-01-01,6703700-035,0
2024-01-08,6703700-035,0
2024-01-01,6703700-036,0
2024-01-08,6703700-036,0
2024-01-01,6703700-037,0
2024-01-08,6703700-037,1
2024-01-01,6703700-038,0
2024-01-08,6703700-038,0
